"","20634274.G","24664996.G","35592862.G","55583441.G","21000216.G","24073245.G","1797756.G","17260313.G","94549523.G","38056377.G"
"ENSG00000201675",0,0,0,0,0,0,0,0,0,0
"ENSG00000240241",0,0,0,0,0,0,0,0,8.70863,0
"ENSG00000196405",180.959,479.805,211.822,159.469,277.837,327.968,183.658,350.194,96.2281,223.713
"ENSG00000226643",0,0,1.21247,0,0,2.60318,1.5163,0,0,0
"ENSG00000132563",0,1.89446,1.60072,0,0,0.164323,0,0.277234,0,1.57159
"ENSG00000222490",0,0,0,0,0,0,0,0,0,0
"ENSG00000143382",9.48572,19.7404,16.6759,5.61797,4.18015,11.1081,13.7318,7.54354,38.2201,8.25497
"ENSG00000185319",0,0,0,0,0,0,0,0,0,0
"ENSG00000227359",0,0,0,0,0,0,2.44445,0.268747,0,0
"ENSG00000227695",0,0.362778,0.379316,0,0.703344,0.25528,0.36746,0.472556,0,0.103666
"ENSG00000164970",0.369811,2.09022,1.19939,0,0.0322353,1.25457,1.45382,0.748235,3.44743,1.40275
"ENSG00000132965",1332.5,546.952,703.423,516.705,1058.78,776.336,1576.02,858.509,646.239,1059.96
"ENSG00000213585",279.848,79.0423,128.556,85.092,92.1139,81.1661,156.672,62.623,41.7012,79.8818
"ENSG00000271187",0,0,0,0,0,0,0,0,0,0
"ENSG00000229372",0.513093,0.665606,3.41456,17.2646,7.38756,3.62451,1.74236,6.40234,0,4.60433
"ENSG00000227270",0,0,8.00671,0,0,0,4.33115,0,0,5.35183
"ENSG00000176951",0,0,0,0,0,0.624916,0,0.128157,0,0
"ENSG00000167114",4.22016,2.66965,5.64283,8.17813,0.990962,7.53047,4.13241,5.67452,18.8993,3.96689
"ENSG00000157077",1.27553,0.493146,1.83373,2.71766,0.138611,1.65837,1.04068,2.29618,0,3.33984
"ENSG00000265518",0,0,0,0,0,0,0,0,0,0
"ENSG00000240255",0,2.08026,0,0,0,0,0,0,0,0
"ENSG00000207091",0,0,0,0,0,0,0,272.504,0,0
"ENSG00000268967",0,0,0,0,0,0,0,0,0,0
"ENSG00000155666",2.30331,6.72992,5.83931,13.2984,0,4.27224,5.41084,8.01576,52.185,2.98268
"ENSG00000144647",2.55268,2.55494,2.62206,1.76941,21.4787,1.40497,3.24431,4.22963,0,3.6479
"ENSG00000176681",9.09691,20.1486,7.08142,15.5274,6.61079,8.66378,14.9297,23.0597,25.0142,16.8033
"ENSG00000116396",0.106871,0.359896,0.231087,0.77095,0.428603,0.438252,1.20159,0.832626,0,0.788629
"ENSG00000264010",0,0,0,0,0,0,0,0,0,0
"ENSG00000215909",0,0,0,0,0,0,0,0,72.2889,0
"ENSG00000252990",0,0,0,0,0,0,0,0,0,0
"ENSG00000236616",0,0,0.330828,0,0,0,0,0,5.48469,0
"ENSG00000206776",0,0,0,0,0,0,0,0,0,0
"ENSG00000212330",0,0,0,0,0,0,0,0,0,0
"ENSG00000143001",0,0,0,0,0,0,0,0,0.901499,0
"ENSG00000225905",0,0,0,0,0,0,0,0,0,0
"ENSG00000122376",7.33605,4.99834,12.357,5.07987,5.08595,3.37585,7.26994,5.12597,1.07323,3.14349
"ENSG00000265168",109.619,9.2255,21.0212,0,0,35.9955,50.8788,14.6545,0,24.9779
"ENSG00000271359",1.58214,8.20028,3.21609,2.9583,12.9935,5.50276,3.22378,3.98473,0,4.07189
"ENSG00000166295",160.624,58.1024,80.2944,36.4151,25.8647,53.6638,172.184,62.289,70.8532,192.094
"ENSG00000249934",0,2.88715,0,0,0,0,0,0,0,0.157215
"ENSG00000258012",1.32355,5.34681,0.633271,1.40441,5.68891,0.393072,0.598537,1.06638,0.407327,1.05326
"ENSG00000273096",6.30766,14.2058,13.6601,68.753,0,7.15299,0,8.5778,0,11.6456
"ENSG00000162976",37.5641,35.8117,38.8342,76.7363,144.644,63.4718,42.1247,53.9198,32.7552,23.3521
"ENSG00000229757",0.216756,0,0.361323,0,0,0,0,0,0,0.217138
"ENSG00000259367",2.79231,0.721848,2.16566,0,0,3.76398,1.13807,2.31636,0,11.1078
"ENSG00000145495",97.8715,106.027,102.745,122.219,74.452,67.4624,90.1374,120.683,56.6106,103.71
"ENSG00000221568",0,0,0,0,0,0,0,0,0,0
"ENSG00000262294",0,0,0,0,0,0,0.316099,0,0,0.349092
"ENSG00000214253",95.8863,75.2397,77.1708,86.1921,131.346,103.66,82.5363,67.1756,25.8082,76.3052
"ENSG00000251395",0,0,0,0,0,0,0,0,0,0.406992
"ENSG00000225516",0,0,0,0,0,0,0,0,0.750719,0
"ENSG00000159214",5.44372,7.43432,9.99699,10.6623,7.99918,12.2232,4.69289,12.7342,1.33869,6.62338
"ENSG00000221403",0,0,0,0,0,0,0,0,0,0
"ENSG00000254761",0,0,0.8934,0,0,0,0,0,0,0
"ENSG00000250650",0,0,0,0,0,0,0,0,0,0
"ENSG00000219492",0,0,0,0,0,0,0,0.0459384,0,0
"ENSG00000273487",0.458158,0.608484,0,0,0,0.715314,1.39837,0.0882224,0,0.116171
"ENSG00000228327",19.1599,48.9852,34.6546,32.5776,9.13386,17.2832,11.8932,21.0009,16.5687,6.48656
"ENSG00000267938",0,0,0,0,0,1.14613,0,0,0,0
"ENSG00000259022",0,0,0,0,0,0,0,0,0,0
"ENSG00000212293",0,0,0,0,0,50.1766,0,0,0,0
"ENSG00000090487",70.5744,57.1245,50.9025,56.4699,32.8927,38.8457,44.3698,39.9097,3.08695,57.2912
"ENSG00000007237",2.3705,15.2083,4.37109,12.7221,0.642166,2.66686,4.22151,1.86573,18.0095,2.04478
"ENSG00000199678",0,0,0,0,0,0,0,0,0,0
"ENSG00000257308",0,1.05331,0,0,0,0,0,0,0,0
"ENSG00000235297",0.61814,0,0,0,0,0.736823,0,0.451951,0,0.896433
"ENSG00000223808",0,0,0,0,0,0,0,0,0,0
"ENSG00000273228",0,0,0,0,0,0,0,0,0,0
"ENSG00000223711",0.55213,0.544722,0,0,0,0,0,0.908395,0,0
"ENSG00000235463",0,0,0,0,0,0,0,0,0,0
"ENSG00000263841",0,12.3007,0,0,0,0,0,0,0,0
"ENSG00000118402",0,0.117078,0,0,0,0,0,0,0,0
"ENSG00000265493",0,0,0,0,0,0,0,0,0,0
"ENSG00000156256",23.5947,18.3902,23.402,29.6102,10.9654,37.8804,21.382,43.8643,21.8327,11.7743
"ENSG00000180767",2.58492,3.97742,6.48699,2.61141,15.8111,11.2996,1.69952,5.39523,18.5161,3.83033
"ENSG00000229511",0,0,0,0,0,0,0,0,0,0
"ENSG00000264877",0,0,0,0,0,0,0,0,0,0
"ENSG00000169814",12.0176,10.8515,13.5655,26.2983,12.5743,25.5774,12.7456,24.9253,15.2994,18.1352
"ENSG00000187990",162.543,25.5606,184.955,1255.53,223.924,408.771,51.2668,357.755,368.081,28.2411
"ENSG00000236484",0.568769,1.46915,0.945047,0,0,0.348299,0.772751,0,0,0.141329
"ENSG00000263855",0,0,0,0,0,0,0,0,0,0
"ENSG00000259782",0,1.30418,0,1.11406,0,0.738999,0.540847,0.429934,3.77103,0.53324
"ENSG00000120656",26.2568,19.0207,22.4549,17.0734,43.42,25.3291,23.3989,20.172,29.1009,28.8719
"ENSG00000204472",1128.72,323.719,1040.3,709.703,1815.94,1423.52,790.935,1015.82,497.466,573.826
"ENSG00000225181",0,0,0,4.60755,0,0,0,0,0,0.401692
"ENSG00000146834",4.0363,7.26395,7.8229,12.7022,8.14331,11.2031,4.49753,10.6076,0,13.6485
"ENSG00000153498",0,0,0,0,0,0,0,0,0,0
"ENSG00000189423",10.0745,7.02462,5.04995,2.1869,0,3.63977,9.10181,5.54594,46.7051,14.8464
"ENSG00000259011",0,0,0,0,0,0,0,0.36587,0,0
"ENSG00000226620",0,0,0,0,0,0,0,0,7.94992,1.00053
"ENSG00000133612",31.8188,25.5562,33.7118,37.8694,16.0621,22.7639,49.1133,14.6709,0.927714,82.2611
"ENSG00000237556",0,0,0,0,0,0,0,0,0,0
"ENSG00000171773",0,0.891115,0,0,0,0,0,0,0,0
"ENSG00000237447",0.0361049,0.386359,0.080837,0,0,0,0.0489571,0,0.237559,0
"ENSG00000227371",0,0,0,0,0,0,0,0,0,0
"ENSG00000267651",0,3.9769,0,0,0,0.162204,0.17504,0.350318,0,0.131739
"ENSG00000160469",0,2.84114,0.0734019,0,0,0,0,0,0,0.179833
"ENSG00000224656",0.419934,0,0,0,0.118752,0,0,0,15.3088,0
"ENSG00000164708",0.192936,0,1.28802,2.15744,0.484166,2.14896,0,1.04092,0,0.678415
"ENSG00000227365",0,0,0,0,0,0.589629,0,0,0,0
"ENSG00000271378",0,0,0,0,0,0,0,0,0,2.34115
"ENSG00000211838",0,0,0,0,0,0,0,0,0,0
"ENSG00000201243",0,0,0,0,0,0,0,0,0,0
"ENSG00000199731",0,0,0,0,0,0,0,0,0,0
"ENSG00000251504",0,1.47297,0,0,0,0.281542,0,0,0,0
"ENSG00000242156",127.767,181.326,121.213,28.4506,359.314,277.328,127.766,296.458,104.408,169.132
"ENSG00000108785",0.0836059,0.440254,0.931448,3.73433,0,0,0,0.38373,0,0.758303
"ENSG00000147457",17.8434,21.1067,18.2781,21.8329,13.6938,16.8586,19.3264,23.476,75.5896,22.5841
"ENSG00000165269",0,0.773781,0.298044,0,0,0,0,0,4.64375,0.0431987
"ENSG00000188778",0.661096,0,0.256463,0,0,0.341039,0,0.140332,0,0
"ENSG00000244429",0,0,0,0,0,0,0,0,0,0
"ENSG00000225870",0,0,0,0,0,0,0,0,0,0
"ENSG00000266942",0,0.620928,0.662268,0,0,0.146882,0.324091,0.361739,1.48707,0.387454
"ENSG00000252910",0,0,0,0,0,0,0,0,0,0
"ENSG00000153814",28.9339,20.2563,22.3528,6.06156,2.69467,11.8674,23.7179,12.6344,31.3142,25.456
"ENSG00000201009",0,0,0,0,0,0,0,0,0,0
"ENSG00000234227",0,3.40775,0,0,0,0,0,0,0,0
"ENSG00000064835",0,2.11417,0,0,0,0,0,0,2.55969,0
"ENSG00000230309",0,0,0,0,0,0,0,0,0,0
"ENSG00000243655",0,0,0,0,0,0,0,0,0,0
"ENSG00000268869",0,0,0,0,0,0.283457,0,0,0,0.231177
"ENSG00000214248",0.0282862,0.219949,0.244125,0.904182,1.26095,0.0686461,0.331757,4.79083e-09,0.545075,0.153343
"ENSG00000261372",3.85439,8.603,12.9707,9.17218,14.3413,8.35041,6.15113,19.521,0,7.07956
"ENSG00000110318",0.884993,2.22772,0.101162,0.598911,0.158069,0.449545,0.283399,1.75438,0.120786,0.694381
"ENSG00000234237",0,40.9119,0,0,0,0,0,0,0,4.21882
"ENSG00000241169",0.579469,1.44242,1.27107,0,0,0,2.36583,2.12393,0,0
"ENSG00000200713",0,0,0,0,0,0,0,0,0,0
"ENSG00000212558",0,0,0,0,0,0,0,0,0,0
"ENSG00000196363",9.4057,12.7566,13.1891,6.21999,17.0806,7.41324,9.99966,9.06555,0,11.9135
"ENSG00000177548",9.6308,14.2897,25.1834,33.8498,18.837,20.176,10.578,16.8899,29.0116,8.12056
"ENSG00000223510",0,2.05447,2.49542,0,4.51215,0.740146,0.383691,0.683602,0,0.28077
"ENSG00000232448",0,1.33997,0,0,0,0,0,0,3.08171,0
"ENSG00000010270",27.9397,24.6944,35.5537,11.9922,10.1862,15.7962,35.472,18.9211,30.1547,28.3216
"ENSG00000243641",0,2.18966,0,0,0,0,1.01665e-05,0,0,0
"ENSG00000233990",0,9.09368,0,0,0,1.10166,1.27657,0,0,1.34107
"ENSG00000259171",25.7511,7.05266,3.7424,6.63796e-09,18.922,7.06676,12.9243,4.16731,7.2345,18.9159
"ENSG00000235304",0,0.634397,0,0,0,0.0992599,0,0,0,0
"ENSG00000263371",0,0,0,0,0,0,0,0,0,0
"ENSG00000148834",138.164,51.4653,107.609,62.0359,103.285,83.3545,76.2422,56.2861,0,82.7361
"ENSG00000062282",0,0,0.199499,0,0,0.125863,0.0840672,0.0504952,1.45573,0.165058
"ENSG00000267199",0.183435,5.6385,12.1139,0,0,0.591885,2.84483,1.02438,11.9086,0.907911
"ENSG00000273355",0,0,0,0,0,0,0,0,0,0
"ENSG00000264400",0,0,0,0,0,0,0,0,0,0
"ENSG00000227735",0,0,0,0,0,0,0,0,0,0
"ENSG00000166924",0,0,0.0538715,0,0,0,0,0,0,0
"ENSG00000235285",0,0,0,0,0,0,0,0,0,0
"ENSG00000263780",0,0,0,0,0,0,0,0,0,0
"ENSG00000144224",107.419,89.3328,99.3685,83.3391,152.424,129.5,87.398,149.681,98.6256,87.4031
"ENSG00000236404",0.78624,2.43376,0,0.925053,0,0.995383,1.01107,0.708799,0,0.113993
"ENSG00000261845",6.20839,11.4193,4.66777,8.4702,4.42277,8.53346,7.73519,4.09227,0,11.4625
"ENSG00000222937",0,0,0,0,0,0,0,0,0,0
"ENSG00000252177",0,0,0,0,0,0,0,0,0,0
"ENSG00000184992",5.31113,8.58376,5.2211,2.40385,12.9717,4.05746,8.6108,6.3089,21.6305,5.91813
"ENSG00000223179",0,0,0,0,0,0,0,0,0,0
"ENSG00000258730",1.45364,7.83712,3.4467,7.29489,2.97498,1.62682,4.27507,3.33359,5.86298,2.44611
"ENSG00000164620",0.548421,6.59597,4.46655,4.3934,0,0.809431,2.88754,2.53344,1.24379,3.17316
"ENSG00000270031",7.47527,0,1.81349,0,16.0587,4.89858,5.6531,10.8008,0,4.3716
"ENSG00000248143",0,0,0,0,0,0,0,0,0,0
"ENSG00000248104",0,1.807,0.226718,0,0,0,0,0,0,0.172117
"ENSG00000225049",0,0,0,0,0,0,0,0,0,9.80545
"ENSG00000259458",0.160653,2.99068,0.249798,0,0.0483776,0.201474,0,0.124298,4.74383,0.142353
"ENSG00000261548",0,0,0,0,0,0,0,0,0,0
"ENSG00000235299",8.7124,36.671,10.6681,0,47.3751,10.1847,11.8567,7.00613,0,16.5379
"ENSG00000202314",0,0,0,0,0,0,0,0,0,0
"ENSG00000254434",0,0.861725,0,0,0,0,0,0,0,0
"ENSG00000161618",5.75898,7.25673,24.6182,5.11213,2.92066,14.8079,20.8805,6.18581,32.4453,12.697
"ENSG00000251139",42.9973,6.36759,18.4827,86.8835,0.251196,10.2018,5.04425,4.64901,20.751,48.4456
"ENSG00000117569",15.6475,18.1429,16.6897,11.6551,19.8586,8.672,30.1602,25.4951,20.5661,18.2123
"ENSG00000242515",0,1.8137,0,0,0,0,0.361281,0,0,4.77731e-132
"ENSG00000172342",0,0,0,0,0,0,0,0,0,0
"ENSG00000212366",0,0,0,0,0,0,0,0,0,0
"ENSG00000252831",0,0,0,0,0,0,0,0,0,0
"ENSG00000249451",0,0,0,0,0,0,0,0,0,0
"ENSG00000247498",1.60288,4.56066,3.82135,3.987,24.7778,2.39743,4.00646,0.766651,0,1.40319
"ENSG00000152223",10.3658,24.5787,7.0166,5.88285,21.7586,9.41639,9.9488,11.3336,8.06913,15.4414
"ENSG00000263509",0,0,0,0,0,0,0,0,0,0
"ENSG00000252322",0,0,0,0,0,0,0,0,0,0.566232
"ENSG00000258746",0,0,0,0,0,0,0.905556,0,0,0
"ENSG00000248396",0,0,0,0,0,0,0,0,0,0
"ENSG00000201516",0,0,0,0,0,0,0,0,0,0
"ENSG00000259306",0,1.15363,0,0,4.9555,0,0.900462,0,0,0.44264
"ENSG00000248287",0,0,0,0,17.8573,0,0,0,0,0
"ENSG00000228522",0.144759,1.32298,0.482606,0,0,0,0.176904,0.59892,5.25991,0.212405
"ENSG00000199378",0,0,0,0,0,0,0,0,0,0
"ENSG00000224091",0,4.11498,0.893447,0,0,0,0,0,0,0.198964
"ENSG00000231050",0.179155,0,0,0,0,0,0.972709,0,0,0.0901438
"ENSG00000137364",13.0746,10.5296,16.6142,11.048,18.409,16.3679,11.3093,9.52219,13.5214,6.81736
"ENSG00000185527",3.85576,0.542933,7.28057,11.559,0,7.38783,2.2852,2.56727,0,2.5385
"ENSG00000263634",0,0,0,0,0,0,0,0,0,0
"ENSG00000174469",1.99949,2.01816,2.13502,0.698824,9.975,1.57457,1.74063,6.07625,2.80725,0.727474
"ENSG00000222150",0,0,0,0,0,0,0,0,0,0
"ENSG00000222197",0,0,0,0,0,0,0,0,0,0
"ENSG00000127081",4.6795,8.72134,4.13329,2.08479,0,4.76158,5.75959,4.21907,0,4.48824
"ENSG00000254887",4.78836,13.0751,6.58452,4.12946,1.32286,10.3982,8.66987,7.09939,35.0576,9.39724
"ENSG00000252825",0,0,0,0,0,0,0,0,0,0
"ENSG00000267079",0,0,0,0,1.66819,0,0,0.536788,0,0.710492
"ENSG00000202195",0,0,0,0,0,0,0,0,0,0
"ENSG00000269009",0,0,0,0,0,0,0,0,0,0
"ENSG00000201021",0,0,0,0,0,0,0,0,0,0
"ENSG00000273123",0,0,0,0,0,0,0,0,0,0
"ENSG00000237843",0,0,0,0,0,0,0,0,0,0
"ENSG00000120279",0,2.06179,0,0,0,0,0.15364,0,7.49526,0.022373
"ENSG00000236461",0,0,0,0,0,0,0,0.218197,0,0
"ENSG00000259265",0,0,0,0,0,0.233401,0,0,0,0.37895
"ENSG00000260268",0.0926739,3.45938,0.103638,0,0,0,0,0,0,0
"ENSG00000234841",0.568502,11.2606,0.889057,1.26585,0,1.79397,0,1.31369,0,0
"ENSG00000201035",0,0,0,0,0,0,0,0,0,0
"ENSG00000103274",25.7483,20.7671,26.133,24.8168,56.8505,37.7023,22.7736,37.1145,1.66983,26.0116
"ENSG00000189099",0,1.26392,0,0,0,0.876595,0,0,0,0
"ENSG00000264245",0,0,0,0,0,0,0,0,0,0
"ENSG00000152785",0.156023,0.36082,0.100062,0,0,0,0.0302087,0.052133,0,0.0571585
"ENSG00000203432",0,0,0,0,0,0,0,0,0,0
"ENSG00000058453",7.07716,13.4442,14.7903,31.9608,13.8429,8.81986,10.0197,14.0708,32.4913,18.6098
"ENSG00000267798",1.00318,0,0.55649,0,0,0.61662,0,0.379595,20.2399,0.500458
"ENSG00000179443",0,5.7614,0,0,0,0,0,0,0,0.169642
"ENSG00000262495",0.612323,3.03908,2.01324,0,0,0,0,0,3.46451,0
"ENSG00000230813",0,1.51281,0,0,0,0,0,0,3.45025,0
"ENSG00000254171",0,0,0,0,0,0,0,0,0,0
"ENSG00000231222",0,16.5616,1.34879,0,0,0.493547,0.554679,0,0,0
"ENSG00000261594",0,0.384949,0.160617,0,0,0,0.194261,0,0,0
"ENSG00000249285",0,1.38951,0,0,0,0,0,0,0,0.13357
"ENSG00000273008",0.285595,0.253692,0.851581,0,0,0.119177,0.645571,0.955646,0,0.193564
"ENSG00000238819",0,0,0,0,0,0,0,0,0,0
"ENSG00000218965",0,0,0,0,0,0,0,0,0,0
"ENSG00000173088",2.90988,12.2274,2.86335,2.68145,0,1.05172,1.2192,2.5836,9.35294,0.824018
"ENSG00000198604",20.8668,43.4516,19.9944,10.3414,15.2373,13.4717,21.5833,25.0241,11.224,19.0524
"ENSG00000174358",0.049617,0.0669058,0,0,0,0.0496879,0,0.030671,1.57131,0
"ENSG00000109099",5.87433,2.3274,1.55694,6.92225,0,4.16954,4.90712,4.12813,0,3.26526
"ENSG00000267652",0,0,0,0,0,0,0,0,0,0
"ENSG00000030066",45.6442,41.7605,32.27,32.8405,38.1383,32.5208,31.5741,71.1727,97.785,31.8106
"ENSG00000269188",0,0,0,0,0,0,0,0,28.4047,0
"ENSG00000243955",0,0,0,0,0,0,0,0,1.42321,0.246479
"ENSG00000176349",0.288435,6.36776,0.617919,0.639366,6.42672,1.32295,1.52469,0.86852,2.11843,1.52481
"ENSG00000257991",0,0,0,0,0,0,0,0,53.1628,0
"ENSG00000138642",3.77957,19.2467,5.24906,3.44527,0.718612,4.93484,6.8224,7.33891,0,4.98948
"ENSG00000230803",0,0,0,0,0,0,0,0,0,0
"ENSG00000261749",0,0,0,0,0,0,0,0,0,0
"ENSG00000149262",37.3297,50.989,36.4941,68.1618,87.3825,32.2231,28.2543,47.198,27.5134,30.3335
"ENSG00000270403",0,5.53497,0,0,0,0,0,0,0,0
"ENSG00000214784",26.3216,8.87329,18.1428,2.68754,36.6616,29.094,17.5154,16.3207,19.0901,21.5182
"ENSG00000267065",0.119904,0.642878,0,1.33113,0,0.150734,0.24385,0,1.18828,0.183638
"ENSG00000272186",0,0,7.9397,35.137,0,15.8517,5.6706,9.6958,33.0934,3.95948
"ENSG00000232162",0,4.03381,0,0,0,0,0,0,0,0.804599
"ENSG00000249057",0,6.52489,0,0,0,0,0,0,0,0
"ENSG00000235790",0.227591,1.99221,0,3.02254,3.92916,0.788443,0,0.657595,3.72194,0
"ENSG00000239519",0.050452,0.677354,0,0,0,0,0.136794,0,0,0.07736
"ENSG00000256142",5.97081,5.41257,12.4919,18.307,11.6704,17.4934,15.9663,20.6232,0,11.7936
"ENSG00000230820",0,0,0,0,0,0,0,0,0,0
"ENSG00000251664",7.31714e-32,2.7556e-77,0,0,0,0,0,0,6.63946e-25,0
"ENSG00000226147",0.568459,2.52233e-21,0.253115,2.5317,0,0.142018,0.00170222,0.711348,6.46984,0.663123
"ENSG00000124233",0.117493,3.08062,0,2.61693,0,0,0,0,0,0
"ENSG00000187166",0.568986,2.41846,2.28824,0,0,1.42148,0.308733,3.24339,3.69219,2.02
"ENSG00000240972",197.299,31.7711,48.1315,20.1904,69.7232,69.559,83.148,17.6437,8.84226,29.3716
"ENSG00000199592",0,0,0,0,0,0,0,0,0,0
"ENSG00000215357",0,6.15959,0,0,0,0,0.231809,0.462567,44.7882,0
"ENSG00000231536",0,0,0.258948,0,0,0.287258,0.6334,0,0,0.116578
"ENSG00000224038",0,2.39495,0,0,0,0,0,0.11721,0,0
"ENSG00000211781",0,2.31755,0,0,0,0,0,0,0,0
"ENSG00000175873",0.598868,2.67277,0.298049,0,0,0.0835849,0.451113,0.412611,0,0.577028
"ENSG00000216811",0,0,0,0,0,0,0,0.26652,0,0.703395
"ENSG00000125779",9.12993,6.15179,9.24271,8.72159,5.16401,10.5717,12.5785,14.4807,0,15.9833
"ENSG00000221720",0,0,0,0,0,0,0,0,0,0
"ENSG00000256955",0,0,0,0,0,0,0,0,0,0
"ENSG00000261320",0,0,0,0,0,0,0,0,0,0
"ENSG00000256885",23.6699,23.301,33.7146,22.1426,0,8.28509,31.0096,32.5031,36.3865,20.8715
"ENSG00000261037",0.0404946,3.15862,0,0,0,0.0510248,0.0548928,0,0,0.0828906
"ENSG00000268716",0,0,0,0,0,0,0,0,0,0
"ENSG00000224485",0,0,0,0,0,0,0,0,0,0
"ENSG00000242281",0,0,0,15.6551,0,0,0,0,0,0.65833
"ENSG00000232905",0,1.78223,0,0,0,0,0,0,0,0
"ENSG00000154639",23.8461,14.9338,17.0267,60.9812,8.12994,8.51761,29.9758,35.0682,66.4667,22.8942
"ENSG00000215347",2.53777,2.38075,2.8253,8.10274,4.71504,1.57249,3.44472,2.49139,0,3.73855
"ENSG00000210191",0,0,0,0,0,0,0,0,0,0
"ENSG00000273186",0,0,0,0,0,0,1.72353,0,0,2.44642
"ENSG00000249277",0,0,0,0,0,0,0,0,0,0
"ENSG00000226831",0,0,0,0,0,0,0,0,0,0
"ENSG00000221707",0,0,0,0,0,0,0,0,0,0
"ENSG00000143995",0.401163,1.40554,2.04379,0,0,2.97787,3.95214,1.89169,0.167991,0.450867
"ENSG00000267671",0.274947,5.29367,0.123226,0,0,0.553354,0.223655,0.775663,0,1.95313
"ENSG00000270640",55.1087,0,5.70255,44.1633,40.2139,9.15106,0,7.45011,0,31.5977
"ENSG00000160703",0.527278,5.42619,2.90178,0.389185,11.3844,1.46266,2.47261,1.83321,0,0.759403
"ENSG00000070718",4.95474,5.27438,9.33849,15.0207,0,3.78918,8.84819,10.0362,13.6715,4.50409
"ENSG00000253148",0.078082,0,0,0,0,0,0,0,0,0
"ENSG00000118363",229.929,90.9457,214.175,81.5923,180.846,187.359,262.034,215.882,204.938,129.982
"ENSG00000254895",0,4.4345,0,0,0,0,0,0,0,0.171107
"ENSG00000137731",0.41742,0.249048,0.0519479,0,0,0.114276,0.717012,1.10393,12.1882,0.52693
"ENSG00000242295",0,27.281,2.0448,0,0,0,0,0,35.2235,0.447024
"ENSG00000227680",0,0.949918,0.822362,0,0,0,0,0,0,0.366939
"ENSG00000116016",0.315242,1.70744,0.558369,7.23694,0,1.06505,0.293814,1.99224,7.45906,1.66093
"ENSG00000264925",0,0,0,0,0,0,0,0,0,0
"ENSG00000236277",0,2.50156,0,0,0,0,0,0,0,0
"ENSG00000238975",0,0,0,0,0,0,0,272.504,0,0
"ENSG00000234869",0.180141,1.45245,0.0504856,0,0,0,0,0.105019,0,0.1382
"ENSG00000249084",0,0,0,0,0,0.284112,0,0.349888,0,0
"ENSG00000162757",4.71302,13.2945,4.46022,8.06299,0,12.2608,5.03971,12.6053,0,5.94653
"ENSG00000244395",0,0,0,0,0,0,0,0,0.284561,0
"ENSG00000272381",0.242648,11.3823,0.543595,0,0,0.0762533,0.49348,1.1764,0,1.26962
"ENSG00000226992",0,0,0,0,0,0,0,0,0,0
"ENSG00000113100",0,0.620257,0,0,0,0,0,0,1.98396,0.385845
"ENSG00000180828",0,0,0,0,0,0,0,0,0,0.0799295
"ENSG00000199072",0,0,0,0,0,0,0,0,0,0
"ENSG00000253172",0,0,0,0,0,0,0,0,0,0
"ENSG00000254538",0.675538,5.00169,0,0,3.68476,1.60537,6.43655,3.54537,0,4.25411
"ENSG00000228290",0,2.8289,0,0,0,0,0,0,0,0.124376
"ENSG00000254889",0.894997,0,0,0,0,0,1.21674,1.88494,0,0
"ENSG00000179583",141.975,388.075,201.191,378.935,511.002,397.856,115.683,591.462,271.158,300.312
"ENSG00000267077",0,0,0,0,1.41943,0,0,0.372245,0,0
"ENSG00000224903",0,2.4517,0,0,0,0,0.319738,0,0,0
"ENSG00000254236",0,3.06633,0,0,0,0.736823,0,0,0,0
"ENSG00000256811",0,0,0,0,0,0,0,0,0,0
"ENSG00000109654",1.15724,9.70575,1.36383,3.70708,0.211961,1.47349,2.93955,3.27761,0,1.99955
"ENSG00000258338",0,0,0,0,0,0.289934,0,0,0,0.35299
"ENSG00000270949",0.295537,2.87595,0.852046,0,0.0183905,0.0531873,0.343392,0.19698,0,0.151206
"ENSG00000228417",0,0,0,0,0,0,0,0,0,0
"ENSG00000175787",5.12214,4.92836,12.3979,12.1151,21.0836,6.39279,11.4216,9.57079,31.3596,4.28329
"ENSG00000254483",0,0,0,0,0,0,0,0,0,0
"ENSG00000258422",0,0,0.571185,0,0,0.419479,0.468474,0.515935,12.8882,0.170189
"ENSG00000223925",0,0,0,0,0,0,0,0.498769,0,0
"ENSG00000241870",0,0.846429,0.729566,0,0,0,0,0,0,0
"ENSG00000238788",0,0,0,0,0,0,0,0,0,0
"ENSG00000266811",0,0,0,0,0,0,0,0,0,0
"ENSG00000242154",1.50377,0.958081,1.24456,0,3.00637,2.73715,6.13341,7.57225,0,4.44174
"ENSG00000221717",0,794.443,0,0,0,0,0,0,0,0
"ENSG00000252928",0,0,0,0,0,0,0,0,0,0
"ENSG00000207026",0,0,0,0,0,0,0,0,0,0
"ENSG00000236056",0.17141,0,0,1.91447,0,0,0.465292,1.3105,0,0.172654
"ENSG00000260940",0,5.07857,0,0,0,0,0,0,0,0
"ENSG00000176623",26.3246,29.7538,45.7811,47.5545,12.8933,37.1947,26.0198,39.5075,66.0867,18.1586
"ENSG00000023892",128.227,144.385,218.383,103.243,58.2336,104.858,177.892,142.893,104.971,107.085
"ENSG00000162009",0,0,0,0,0,0,0,0,1.83088,0
"ENSG00000230130",0,1.7672,0,0,0,0,0,0,0,0
"ENSG00000079215",1394.17,1119.91,1370.69,1674.2,224.602,639.999,1331.71,740.196,974.424,1011.35
"ENSG00000200812",0,0,0,0,0,0,0,0,0,0
"ENSG00000243548",0,3.76629,0,0,0,0,0,0,0,0
